Date,Open,High,Low,Close,Volume,Adj Close
2018-01-04,2792,2818,2772,2817,1500,2817
2018-01-05,2817,2820,2802,2805,800,2805
2018-01-09,2830,2830,2811,2814,800,2814
2018-01-10,2814,2814,2799,2800,1600,2800
2018-01-11,2806,2809,2806,2809,1200,2809
2018-01-12,2809,2810,2809,2810,600,2810
2018-01-15,2820,2820,2815,2820,2100,2820
2018-01-16,2820,2847,2820,2840,1400,2840
2018-01-17,2840,2840,2834,2837,900,2837
2018-01-18,2840,2840,2829,2829,1600,2829
2018-01-19,2840,2840,2810,2838,2500,2838
2018-01-22,2840,2842,2838,2842,1100,2842
2018-01-23,2841,2841,2833,2833,200,2833
2018-01-24,2847,2860,2844,2858,1600,2858
2018-01-25,2863,2863,2845,2855,900,2855
2018-01-26,2850,2859,2850,2852,500,2852
2018-01-29,2859,2870,2850,2851,3400,2851
2018-01-30,2871,2871,2845,2845,3500,2845
2018-01-31,2819,2821,2805,2805,3200,2805
2018-02-01,2811,2850,2807,2808,5600,2808
2018-02-02,2808,2830,2800,2822,4400,2822
2018-02-05,2800,2800,2754,2778,5300,2778
2018-02-06,2752,2752,2712,2721,8800,2721
2018-02-07,2728,2737,2711,2711,2700,2711
2018-02-08,2715,2729,2715,2716,2600,2716
2018-02-09,2710,2710,2657,2657,4600,2657
2018-02-13,2671,2700,2671,2677,2200,2677
2018-02-14,2672,2672,2631,2631,5500,2631
2018-02-15,2629,2638,2629,2633,2000,2633
2018-02-16,2650,2694,2650,2694,500,2694
2018-02-19,2693,2710,2693,2698,1400,2698
2018-02-20,2695,2695,2695,2695,100,2695
2018-02-21,2701,2715,2701,2715,600,2715
2018-02-22,2715,2755,2715,2755,1200,2755
2018-02-23,2771,2771,2759,2765,1100,2765
2018-02-26,2772,2780,2772,2780,2400,2780
2018-02-27,2784,2785,2776,2776,5000,2776
2018-02-28,2793,2795,2793,2793,1700,2793
2018-03-01,2780,2783,2780,2783,300,2783
2018-03-02,2777,2790,2760,2760,500,2760
2018-03-05,2750,2750,2744,2749,400,2749
2018-03-06,2723,2723,2700,2700,9000,2700
2018-03-07,2695,2695,2666,2666,2200,2666
2018-03-08,2679,2685,2677,2677,1500,2677
2018-03-09,2670,2670,2669,2670,2200,2670
2018-03-12,2670,2672,2644,2644,7400,2644
2018-03-13,2650,2650,2635,2637,6100,2637
2018-03-14,2637,2660,2637,2651,3500,2651
2018-03-15,2656,2686,2656,2686,600,2686
2018-03-16,2686,2686,2660,2679,400,2679
2018-03-19,2660,2670,2660,2670,200,2670
2018-03-20,2654,2655,2654,2654,400,2654
2018-03-22,2655,2655,2655,2655,2700,2655
2018-03-23,2655,2655,2638,2652,1800,2652
2018-03-26,2622,2625,2621,2625,700,2625
2018-03-27,2647,2670,2647,2668,1000,2668
2018-03-28,2647,2647,2602,2602,800,2602
2018-03-29,2603,2642,2603,2604,600,2604
2018-03-30,2609,2614,2609,2614,200,2614
2018-04-02,2644,2644,2644,2644,100,2644
2018-04-03,2635,2635,2635,2635,200,2635
2018-04-04,2633,2633,2631,2631,800,2631
2018-04-05,2631,2631,2622,2622,900,2622
2018-04-06,2618,2634,2612,2618,1800,2618
2018-04-09,2606,2607,2605,2607,500,2607
2018-04-10,2601,2610,2601,2601,900,2601
2018-04-11,2602,2602,2602,2602,700,2602
2018-04-12,2602,2604,2602,2604,500,2604
2018-04-13,2602,2602,2600,2601,1700,2601
2018-04-16,2603,2603,2603,2603,100,2603
2018-04-17,2605,2605,2605,2605,100,2605
2018-04-18,2607,2625,2607,2625,300,2625
2018-04-19,2625,2628,2625,2628,600,2628
2018-04-20,2635,2635,2611,2611,600,2611
2018-04-23,2609,2609,2609,2609,200,2609
2018-04-24,2630,2630,2620,2620,800,2620
2018-04-25,2620,2620,2606,2609,1200,2609
2018-04-26,2612,2612,2611,2611,1400,2611
2018-04-27,2622,2622,2621,2621,600,2621
2018-05-01,2621,2621,2621,2621,100,2621
2018-05-02,2620,2620,2619,2619,200,2619
2018-05-07,2621,2630,2620,2630,1400,2630
2018-05-09,2643,2643,2608,2630,700,2630
2018-05-10,2647,2673,2643,2673,1200,2673
2018-05-11,2671,2671,2664,2664,1100,2664
2018-05-14,2667,2667,2664,2664,1400,2664
2018-05-15,2667,2670,2666,2670,1900,2670
2018-05-16,2652,2652,2650,2650,600,2650
2018-05-17,2640,2640,2640,2640,300,2640
2018-05-21,2645,2645,2645,2645,200,2645
2018-05-22,2676,2676,2660,2660,700,2660
2018-05-23,2660,2660,2658,2658,300,2658
2018-05-24,2658,2658,2640,2640,900,2640
2018-05-25,2640,2664,2640,2664,600,2664
2018-05-28,2662,2662,2658,2658,400,2658
2018-05-29,2631,2640,2631,2640,600,2640
2018-05-30,2633,2633,2615,2615,800,2615
2018-05-31,2616,2617,2616,2617,200,2617
2018-06-01,2619,2644,2619,2644,1200,2644
2018-06-04,2644,2650,2643,2650,600,2650
2018-06-05,2657,2658,2657,2657,900,2657
2018-06-06,2636,2670,2636,2670,1500,2670
2018-06-07,2670,2671,2665,2670,1000,2670
2018-06-08,2670,2690,2670,2688,2400,2688
2018-06-11,2688,2688,2669,2669,1000,2669
2018-06-12,2669,2669,2669,2669,300,2669
2018-06-13,2646,2646,2630,2630,800,2630
2018-06-14,2630,2640,2630,2640,200,2640
2018-06-18,2640,2640,2635,2635,900,2635
2018-06-19,2635,2636,2630,2635,1000,2635
2018-06-20,2635,2635,2635,2635,200,2635
2018-06-21,2639,2639,2630,2635,600,2635
2018-06-22,2635,2635,2635,2635,400,2635
2018-06-25,2635,2635,2627,2635,600,2635
2018-06-26,2635,2635,2635,2635,200,2635
2018-06-27,2636,2636,2633,2635,6400,2635
2018-06-28,2639,2649,2635,2640,1300,2640
2018-06-29,2628,2628,2628,2628,500,2628
2018-07-02,2628,2634,2628,2628,500,2628
2018-07-03,2628,2628,2616,2628,600,2628
2018-07-04,2628,2628,2628,2628,200,2628
2018-07-05,2628,2628,2610,2615,1700,2615
2018-07-06,2610,2610,2610,2610,800,2610
2018-07-09,2601,2601,2601,2601,400,2601
2018-07-12,2620,2624,2601,2608,500,2608
2018-07-13,2608,2608,2608,2608,100,2608
2018-07-17,2615,2615,2615,2615,100,2615
2018-07-18,2624,2624,2608,2614,800,2614
2018-07-19,2619,2619,2619,2619,200,2619
2018-07-20,2618,2618,2605,2605,300,2605
2018-07-23,2605,2610,2602,2603,700,2603
2018-07-24,2619,2619,2618,2618,1300,2618
2018-07-25,2603,2615,2603,2603,2500,2603
2018-07-26,2623,2623,2623,2623,1300,2623
2018-07-27,2623,2624,2596,2596,2900,2596
2018-07-30,2603,2603,2603,2603,1900,2603
2018-07-31,2600,2600,2576,2576,1100,2576
2018-08-01,2576,2576,2576,2576,200,2576
2018-08-02,2576,2576,2576,2576,1100,2576
2018-08-03,2576,2576,2500,2534,3100,2534
2018-08-06,2584,2584,2584,2584,200,2584
2018-08-08,2583,2583,2581,2581,1100,2581
2018-08-10,2531,2531,2530,2530,300,2530
2018-08-13,2580,2580,2520,2530,400,2530
2018-08-15,2520,2600,2520,2559,1800,2559
2018-08-20,2600,2600,2600,2600,500,2600
2018-08-21,2529,2620,2515,2620,1900,2620
2018-08-22,2593,2620,2593,2620,500,2620
2018-08-23,2620,2620,2600,2600,1300,2600
2018-08-24,2600,2600,2600,2600,600,2600
2018-08-27,2575,2575,2536,2575,400,2575
2018-08-28,2625,2625,2614,2625,3100,2625
2018-08-29,2625,2625,2598,2600,2200,2600
2018-08-30,2600,2604,2600,2604,800,2604
2018-08-31,2620,2620,2620,2620,600,2620
2018-09-03,2650,2680,2650,2680,1100,2680
2018-09-04,2676,2676,2607,2607,400,2607
2018-09-05,2608,2685,2605,2685,900,2685
2018-09-06,2670,2670,2627,2627,2300,2627
2018-09-07,2625,2673,2625,2673,300,2673
2018-09-10,2672,2672,2672,2672,300,2672
2018-09-12,2639,2650,2639,2650,200,2650
2018-09-13,2635,2635,2635,2635,200,2635
2018-09-14,2690,2690,2641,2641,600,2641
2018-09-18,2643,2643,2642,2643,700,2643
2018-09-19,2670,2670,2643,2644,700,2644
2018-09-21,2648,2650,2648,2650,300,2650
2018-09-25,2700,2700,2700,2700,800,2700
2018-09-26,2697,2700,2697,2700,1400,2700
2018-09-27,2661,2700,2661,2700,2200,2700
2018-09-28,2700,2700,2700,2700,100,2700
2018-10-01,2699,2699,2699,2699,100,2699
2018-10-04,2670,2670,2660,2660,1200,2660
2018-10-05,2660,2660,2650,2650,6000,2650
2018-10-10,2649,2649,2649,2649,300,2649
2018-10-11,2600,2600,2500,2570,1500,2570
2018-10-12,2570,2589,2570,2589,200,2589
2018-10-16,2550,2600,2535,2600,800,2600
2018-10-18,2600,2600,2600,2600,200,2600
2018-10-19,2574,2574,2574,2574,100,2574
2018-10-22,2599,2599,2599,2599,100,2599
2018-10-23,2599,2599,2561,2561,300,2561
2018-10-24,2565,2565,2561,2561,200,2561
2018-10-25,2561,2561,2484,2484,1200,2484
2018-10-26,2500,2501,2423,2423,2000,2423
2018-10-29,2423,2423,2400,2400,800,2400
2018-10-30,2500,2500,2480,2480,300,2480
2018-10-31,2505,2505,2505,2505,300,2505
2018-11-01,2492,2492,2478,2479,600,2479
2018-11-02,2486,2549,2486,2513,1400,2513
2018-11-05,2473,2473,2473,2473,200,2473
2018-11-06,2473,2473,2473,2473,100,2473
2018-11-07,2498,2498,2498,2498,200,2498
2018-11-09,2539,2543,2539,2543,500,2543
2018-11-12,2543,2543,2543,2543,200,2543
2018-11-13,2538,2538,2431,2530,900,2530
2018-11-14,2533,2600,2533,2600,1700,2600
2018-11-15,2587,2660,2587,2650,4800,2650
2018-11-19,2550,2579,2500,2579,1200,2579
2018-11-20,2574,2645,2574,2579,1000,2579
2018-11-21,2529,2629,2529,2580,1300,2580
2018-11-22,2580,2580,2580,2580,200,2580
2018-11-26,2580,2700,2580,2700,12200,2700
2018-11-27,2700,2700,2650,2650,1400,2650
2018-11-28,2699,2699,2636,2650,1700,2650
2018-11-29,2650,2710,2650,2700,6600,2700
2018-11-30,2700,2716,2695,2700,1000,2700
2018-12-03,2686,2701,2686,2701,1400,2701
2018-12-04,2700,2701,2700,2701,1400,2701
2018-12-05,2701,2724,2670,2724,3400,2724
2018-12-06,2695,2730,2695,2700,2600,2700
2018-12-07,2661,2661,2661,2661,100,2661
2018-12-10,2700,2701,2698,2701,1900,2701
2018-12-11,2701,2705,2670,2705,1000,2705
2018-12-12,2700,2705,2700,2705,300,2705
2018-12-13,2655,2713,2655,2670,600,2670
2018-12-14,2670,2700,2650,2700,1200,2700
2018-12-17,2689,2699,2656,2699,500,2699
2018-12-19,2660,2669,2630,2669,300,2669
2018-12-20,2605,2610,2555,2555,1400,2555
2018-12-21,2540,2649,2540,2550,6600,2550
2018-12-25,2550,2550,2480,2530,300,2530
2018-12-26,2480,2620,2430,2620,1400,2620
2018-12-27,2640,2690,2640,2690,1000,2690
2018-12-28,2687,2700,2687,2700,1300,2700
2019-01-04,2700,2700,2700,2700,2100,2700
2019-01-09,2690,2690,2683,2683,300,2683
2019-01-10,2666,2666,2650,2650,500,2650
2019-01-11,2637,2637,2636,2636,400,2636
2019-01-16,2637,2637,2636,2636,400,2636
2019-01-17,2624,2636,2620,2636,300,2636
2019-01-18,2636,2636,2623,2623,600,2623
2019-01-21,2623,2634,2607,2634,500,2634
2019-01-22,2620,2620,2620,2620,100,2620
2019-01-24,2620,2620,2620,2620,500,2620
2019-01-25,2619,2619,2613,2617,400,2617
2019-01-28,2630,2630,2630,2630,100,2630
2019-01-29,2605,2605,2605,2605,100,2605
2019-02-01,2605,2605,2590,2590,500,2590
2019-02-04,2550,2627,2550,2620,500,2620
2019-02-06,2604,2604,2600,2600,200,2600
2019-02-12,2600,2600,2600,2600,300,2600
2019-02-14,2600,2600,2600,2600,100,2600
2019-02-15,2550,2599,2550,2599,300,2599
2019-02-18,2589,2589,2560,2588,1000,2588
2019-02-19,2589,2599,2589,2599,300,2599
2019-02-20,2590,2590,2590,2590,100,2590
2019-02-25,2590,2590,2590,2590,500,2590
2019-02-28,2598,2599,2598,2599,800,2599
2019-03-01,2590,2600,2590,2600,600,2600
2019-03-04,2584,2585,2535,2585,400,2585
2019-03-05,2590,2590,2590,2590,1000,2590
2019-03-06,2600,2605,2600,2600,3400,2600
2019-03-07,2620,2650,2620,2650,1500,2650
2019-03-08,2660,2679,2655,2655,700,2655
2019-03-11,2655,2700,2639,2700,2000,2700
2019-03-12,2710,2730,2710,2730,600,2730
2019-03-13,2642,2700,2642,2700,1800,2700
2019-03-18,2730,2735,2700,2700,900,2700
2019-03-19,2740,2740,2730,2730,900,2730
2019-03-20,2730,2760,2730,2760,1800,2760
2019-03-22,2681,2764,2681,2764,2300,2764
2019-03-25,2764,2770,2750,2770,1500,2770
2019-03-26,2768,2800,2768,2800,1000,2800
2019-03-27,2752,2800,2750,2800,1700,2800
2019-03-28,2800,2800,2739,2799,1200,2799
2019-03-29,2755,2790,2755,2790,1300,2790
2019-04-01,2780,2780,2779,2779,200,2779
2019-04-02,2750,2750,2741,2741,200,2741
2019-04-03,2767,2770,2767,2770,300,2770
2019-04-04,2770,2770,2750,2770,500,2770
2019-04-05,2721,2769,2721,2769,700,2769
2019-04-08,2769,2769,2711,2761,500,2761
2019-04-09,2711,2711,2680,2680,300,2680
2019-04-10,2630,2631,2591,2591,800,2591
2019-04-11,2641,2641,2641,2641,100,2641
2019-04-16,2591,2591,2591,2591,400,2591
2019-04-17,2590,2590,2590,2590,100,2590
2019-04-18,2566,2566,2566,2566,100,2566
2019-04-24,2576,2610,2560,2610,300,2610
2019-04-25,2610,2610,2600,2600,200,2600
2019-05-07,2598,2598,2598,2598,200,2598
2019-05-09,2598,2601,2598,2600,900,2600
2019-05-10,2600,2679,2600,2629,1000,2629
2019-05-13,2602,2624,2574,2615,1000,2615
2019-05-14,2620,2630,2562,2570,1900,2570
2019-05-15,2550,2550,2501,2505,600,2505
2019-05-16,2514,2564,2514,2564,200,2564
2019-05-17,2515,2515,2506,2506,200,2506
2019-05-22,2544,2544,2544,2544,100,2544
2019-05-23,2530,2530,2530,2530,100,2530
2019-05-27,2540,2540,2540,2540,100,2540
2019-05-28,2562,2562,2562,2562,100,2562
2019-05-30,2502,2506,2502,2506,200,2506
2019-06-03,2530,2530,2530,2530,100,2530
2019-06-04,2585,2585,2570,2570,200,2570
2019-06-05,2600,2600,2600,2600,1000,2600
2019-06-06,2615,2619,2615,2615,1100,2615
2019-06-07,2609,2609,2609,2609,100,2609
2019-06-10,2622,2622,2618,2622,400,2622
2019-06-11,2635,2658,2635,2658,1100,2658
2019-06-12,2658,2658,2658,2658,600,2658
2019-06-13,2658,2658,2658,2658,200,2658
2019-06-14,2660,2660,2660,2660,100,2660
2019-06-17,2680,2730,2680,2680,800,2680
2019-06-19,2700,2700,2700,2700,1000,2700
2019-06-20,2710,2710,2710,2710,500,2710
2019-06-21,2700,2710,2700,2710,400,2710
2019-06-24,2660,2750,2660,2750,3500,2750
