Date,Open,High,Low,Close,Volume,Adj Close
2018-01-04,2169,2181,2167,2178,7000,2178
2018-01-05,2187,2195,2174,2176,7500,2176
2018-01-09,2189,2190,2170,2185,6500,2185
2018-01-10,2181,2230,2181,2226,10900,2226
2018-01-11,2225,2249,2216,2248,13100,2248
2018-01-12,2245,2262,2229,2251,13400,2251
2018-01-15,2238,2238,2205,2208,12500,2208
2018-01-16,2222,2231,2205,2205,5300,2205
2018-01-17,2206,2211,2200,2200,6800,2200
2018-01-18,2205,2205,2183,2183,5000,2183
2018-01-19,2184,2200,2183,2186,3300,2186
2018-01-22,2199,2206,2190,2196,5000,2196
2018-01-23,2222,2223,2205,2205,6800,2205
2018-01-24,2222,2235,2216,2230,5400,2230
2018-01-25,2223,2229,2215,2222,3400,2222
2018-01-26,2225,2247,2225,2232,4800,2232
2018-01-29,2239,2250,2236,2242,6900,2242
2018-01-30,2243,2249,2221,2230,7700,2230
2018-01-31,2220,2243,2216,2219,5100,2219
2018-02-01,2252,2253,2241,2250,5600,2250
2018-02-02,2248,2256,2240,2245,5800,2245
2018-02-05,2243,2245,2222,2225,5900,2225
2018-02-06,2175,2196,2151,2164,19200,2164
2018-02-07,2182,2210,2158,2158,9300,2158
2018-02-08,2162,2199,2160,2170,4800,2170
2018-02-09,2150,2156,2128,2145,10500,2145
2018-02-13,2185,2192,2150,2151,4100,2151
2018-02-14,2161,2161,2149,2151,5800,2151
2018-02-15,2177,2177,2149,2164,5800,2164
2018-02-16,2188,2203,2185,2186,7700,2186
2018-02-19,2234,2234,2220,2227,5400,2227
2018-02-20,2229,2240,2208,2237,3500,2237
2018-02-21,2241,2250,2224,2224,3300,2224
2018-02-22,2224,2250,2217,2235,5300,2235
2018-02-23,2229,2240,2225,2225,4200,2225
2018-02-26,2232,2239,2218,2218,3200,2218
2018-02-27,2250,2250,2220,2229,4500,2229
2018-02-28,2230,2250,2229,2229,6000,2229
2018-03-01,2237,2237,2229,2237,5400,2237
2018-03-02,2244,2244,2182,2182,9000,2182
2018-03-05,2181,2206,2153,2159,9400,2159
2018-03-06,2171,2192,2153,2153,7500,2153
2018-03-07,2153,2172,2150,2150,5300,2150
2018-03-08,2153,2160,2143,2147,7000,2147
2018-03-09,2151,2177,2151,2154,8900,2154
2018-03-12,2196,2196,2161,2182,4800,2182
2018-03-13,2192,2213,2192,2213,3600,2213
2018-03-14,2215,2233,2215,2228,3300,2228
2018-03-15,2238,2240,2206,2240,10000,2240
2018-03-16,2241,2241,2212,2212,3300,2212
2018-03-19,2223,2223,2199,2206,6600,2206
2018-03-20,2210,2216,2202,2214,5000,2214
2018-03-22,2214,2240,2214,2239,8800,2239
2018-03-23,2222,2226,2202,2204,6400,2204
2018-03-26,2200,2225,2178,2225,7300,2225
2018-03-27,2225,2229,2208,2227,9600,2227
2018-03-28,2219,2249,2219,2244,9700,2244
2018-03-29,2240,2270,2240,2270,10400,2270
2018-03-30,2265,2279,2265,2269,9300,2269
2018-04-02,2270,2282,2268,2274,11800,2274
2018-04-03,2273,2286,2272,2286,10000,2286
2018-04-04,2292,2295,2283,2295,8300,2295
2018-04-05,2295,2320,2295,2297,16600,2297
2018-04-06,2292,2311,2292,2304,8100,2304
2018-04-09,2320,2346,2301,2346,23800,2346
2018-04-10,2350,2354,2332,2351,17000,2351
2018-04-11,2355,2356,2340,2354,8300,2354
2018-04-12,2354,2356,2340,2348,7500,2348
2018-04-13,2350,2350,2325,2332,8600,2332
2018-04-16,2340,2345,2336,2343,8100,2343
2018-04-17,2340,2340,2318,2322,9500,2322
2018-04-18,2330,2342,2313,2328,7700,2328
2018-04-19,2328,2335,2306,2332,7800,2332
2018-04-20,2332,2335,2332,2333,4200,2333
2018-04-23,2340,2348,2336,2348,9500,2348
2018-04-24,2350,2360,2345,2360,12100,2360
2018-04-25,2354,2391,2347,2387,20500,2387
2018-04-26,2391,2409,2388,2409,18000,2409
2018-04-27,2405,2410,2385,2388,11900,2388
2018-05-01,2374,2374,2347,2358,24200,2358
2018-05-02,2358,2375,2357,2375,11600,2375
2018-05-07,2377,2384,2368,2370,14400,2370
2018-05-08,2354,2357,2348,2353,23900,2353
2018-05-09,2351,2363,2351,2359,10500,2359
2018-05-10,2359,2360,2352,2358,9800,2358
2018-05-11,2295,2323,2290,2319,49600,2319
2018-05-14,2304,2330,2303,2320,25500,2320
