Date,Open,High,Low,Close,Volume,Adj Close
2018-01-04,751,751,740,743,93000,743
2018-01-05,743,748,738,747,69800,747
2018-01-09,750,753,747,748,104600,748
2018-01-10,750,753,748,749,46500,749
2018-01-11,748,748,743,744,59700,744
2018-01-12,742,750,742,745,57900,745
2018-01-15,748,750,745,747,51600,747
2018-01-16,747,750,745,748,59000,748
2018-01-17,749,757,748,749,95800,749
2018-01-18,752,756,739,740,181100,740
2018-01-19,742,749,742,745,40200,745
2018-01-22,750,750,738,741,58600,741
2018-01-23,745,752,743,748,42200,748
2018-01-24,750,754,747,750,55800,750
2018-01-25,750,750,742,742,43900,742
2018-01-26,743,745,741,742,35400,742
2018-01-29,748,763,744,754,191700,754
2018-01-30,765,785,763,784,317700,784
2018-01-31,783,817,761,802,393800,802
2018-02-01,812,835,812,823,227700,823
2018-02-02,822,833,806,827,119900,827
2018-02-05,800,806,790,796,134300,796
2018-02-06,750,755,713,740,202400,740
2018-02-07,777,781,748,748,103700,748
2018-02-08,748,755,741,742,82600,742
2018-02-09,715,728,705,721,79800,721
2018-02-13,730,734,706,706,49100,706
2018-02-14,701,710,672,682,148100,682
2018-02-15,690,710,689,704,60500,704
2018-02-16,715,730,713,716,48500,716
2018-02-19,731,743,729,743,39400,743
2018-02-20,734,742,734,739,34900,739
2018-02-21,738,747,737,740,48800,740
2018-02-22,740,746,729,739,97900,739
2018-02-23,739,755,739,747,56700,747
2018-02-26,754,770,753,762,72800,762
2018-02-27,777,795,769,783,112300,783
2018-02-28,784,790,776,776,57600,776
2018-03-01,767,767,749,751,60300,751
2018-03-02,730,732,718,724,83500,724
2018-03-05,724,728,705,709,49900,709
2018-03-06,718,732,714,718,51700,718
2018-03-07,719,729,709,717,98200,717
2018-03-08,721,721,710,710,36400,710
2018-03-09,716,730,706,712,107000,712
2018-03-12,725,737,716,726,95800,726
2018-03-13,726,737,726,737,43400,737
2018-03-14,731,781,727,747,210500,747
2018-03-15,743,743,720,728,86800,728
2018-03-16,735,736,723,724,72300,724
2018-03-19,730,730,696,702,180800,702
2018-03-20,700,714,693,710,57200,710
2018-03-22,720,720,699,708,135000,708
2018-03-23,683,685,672,676,120000,676
2018-03-26,672,684,658,684,90600,684
2018-03-27,694,705,691,705,104300,705
2018-03-28,683,694,676,694,100300,694
2018-03-29,697,698,673,683,58000,683
2018-03-30,685,697,685,695,31700,695
2018-04-02,690,695,687,688,37700,688
2018-04-03,675,675,666,670,44000,670
2018-04-04,672,673,655,659,67100,659
2018-04-05,656,668,653,662,51600,662
2018-04-06,665,665,654,654,31500,654
2018-04-09,652,656,647,655,42700,655
2018-04-10,650,671,647,669,43900,669
2018-04-11,669,671,661,666,25400,666
2018-04-12,663,666,657,659,22200,659
2018-04-13,656,673,656,665,24500,665
2018-04-16,666,672,663,671,45700,671
2018-04-17,668,668,654,656,26700,656
2018-04-18,658,668,651,666,32700,666
2018-04-19,665,675,661,675,22700,675
2018-04-20,675,677,666,670,17500,670
2018-04-23,671,678,671,676,16400,676
2018-04-24,683,683,676,681,27100,681
2018-04-25,678,680,668,680,50400,680
2018-04-26,685,696,682,696,62500,696
2018-04-27,697,700,683,690,40800,690
2018-05-01,685,690,677,682,27000,682
2018-05-02,688,689,677,679,30700,679
2018-05-07,695,695,686,694,26900,694
2018-05-08,694,703,693,696,42200,696
2018-05-09,694,699,686,690,28400,690
2018-05-10,691,694,682,684,33300,684
2018-05-11,693,700,690,699,57000,699
2018-05-14,705,706,696,706,87800,706
2018-05-15,707,707,701,706,62600,706
2018-05-16,620,642,617,642,234000,642
2018-05-17,650,650,635,635,77300,635
2018-05-18,636,638,630,636,52300,636
2018-05-21,639,640,630,635,45800,635
2018-05-22,635,635,629,630,37800,630
2018-05-23,635,635,626,629,31000,629
2018-05-24,627,627,618,621,49600,621
2018-05-25,619,624,616,619,39400,619
2018-05-28,622,624,613,615,29600,615
2018-05-29,615,617,605,609,44600,609
2018-05-30,600,605,593,602,65900,602
2018-05-31,603,606,593,593,33100,593
2018-06-01,591,604,588,598,33000,598
2018-06-04,604,610,603,604,24800,604
2018-06-05,605,605,595,598,24300,598
2018-06-06,598,599,594,594,19300,594
2018-06-07,598,603,596,603,20800,603
2018-06-08,598,604,598,602,40100,602
2018-06-11,599,606,598,603,20500,603
2018-06-12,606,610,601,608,47800,608
2018-06-13,608,613,606,613,43300,613
2018-06-14,607,608,600,601,27800,601
2018-06-15,602,604,600,602,18400,602
2018-06-18,597,603,586,588,46500,588
2018-06-19,588,589,578,579,36100,579
2018-06-20,580,580,571,579,30000,579
2018-06-21,579,583,574,576,26600,576
2018-06-22,572,575,570,575,23800,575
2018-06-25,570,572,568,568,36500,568
2018-06-26,561,564,551,555,54000,555
2018-06-27,553,557,552,552,52000,552
2018-06-28,554,562,550,562,34900,562
2018-06-29,562,564,557,559,24300,559
2018-07-02,559,562,550,550,22600,550
2018-07-03,552,555,544,551,46500,551
2018-07-04,550,553,547,549,14500,549
2018-07-05,549,550,530,534,43800,534
2018-07-06,535,546,535,546,29000,546
2018-07-09,548,558,546,554,29000,554
2018-07-10,556,560,547,548,75600,548
2018-07-11,547,547,540,540,41500,540
2018-07-12,540,542,535,536,24500,536
2018-07-13,539,544,536,540,25700,540
2018-07-17,542,544,538,541,21900,541
2018-07-18,547,549,544,545,19100,545
2018-07-19,549,553,545,548,21600,548
2018-07-20,552,552,548,548,18000,548
2018-07-23,548,553,548,550,16600,550
2018-07-24,550,552,550,552,19900,552
2018-07-25,553,557,553,557,20500,557
2018-07-26,561,564,558,560,23300,560
2018-07-27,565,566,560,562,32900,562
2018-07-30,567,567,561,564,19500,564
2018-07-31,564,564,550,551,38700,551
2018-08-01,558,563,553,556,38200,556
2018-08-02,558,566,558,558,19600,558
2018-08-03,558,561,551,552,29100,552
2018-08-06,552,553,542,542,39800,542
2018-08-07,542,545,541,545,18500,545
2018-08-08,545,555,545,552,29300,552
2018-08-09,552,554,551,552,15300,552
2018-08-10,552,553,549,553,21600,553
2018-08-13,550,550,535,536,40900,536
2018-08-14,537,537,530,531,31300,531
2018-08-15,530,534,521,524,28300,524
2018-08-16,522,522,515,516,21500,516
2018-08-17,520,521,517,519,9100,519
2018-08-20,519,519,515,516,12000,516
2018-08-21,516,517,506,506,22200,506
2018-08-22,506,519,506,517,25600,517
2018-08-23,517,521,517,521,11900,521
2018-08-24,521,522,507,515,45100,515
2018-08-27,515,523,515,522,24400,522
2018-08-28,523,526,521,523,21500,523
2018-08-29,524,533,524,529,18700,529
2018-08-30,534,534,529,532,11100,532
2018-08-31,526,533,525,530,18200,530
2018-09-03,533,534,530,532,21800,532
2018-09-04,533,535,532,532,14500,532
2018-09-05,525,533,525,528,31800,528
2018-09-06,527,527,516,517,17800,517
2018-09-07,510,512,504,505,43900,505
2018-09-10,506,510,505,506,18700,506
2018-09-11,511,513,500,501,55100,501
2018-09-12,505,505,496,501,37600,501
2018-09-13,501,507,501,506,18800,506
2018-09-14,506,512,506,510,33800,510
2018-09-18,510,518,508,517,20800,517
2018-09-19,521,531,521,531,22600,531
2018-09-20,530,532,526,529,20400,529
2018-09-21,532,537,532,536,19700,536
2018-09-25,537,560,535,560,61300,560
2018-09-26,555,559,551,559,28000,559
2018-09-27,562,562,549,552,25600,552
2018-09-28,552,552,547,548,15600,548
2018-10-01,545,555,542,554,34900,554
2018-10-02,555,557,552,554,27700,554
2018-10-03,555,555,550,550,8800,550
2018-10-04,552,552,545,548,24900,548
2018-10-05,545,546,542,543,11100,543
2018-10-09,546,546,528,530,26100,530
2018-10-10,529,535,529,530,11500,530
2018-10-11,525,525,514,515,32500,515
2018-10-12,511,517,504,512,34400,512
2018-10-15,512,512,504,504,26300,504
2018-10-16,504,507,503,506,15500,506
2018-10-17,509,514,508,513,14700,513
2018-10-18,517,521,513,517,19600,517
2018-10-19,514,520,510,513,29100,513
2018-10-22,510,516,505,512,24900,512
2018-10-23,513,513,495,496,62900,496
2018-10-24,496,501,490,497,39200,497
2018-10-25,489,489,462,465,69200,465
2018-10-26,471,477,458,462,46700,462
2018-10-29,465,469,457,457,45700,457
2018-10-30,457,479,457,479,44600,479
2018-10-31,479,484,477,482,28100,482
2018-11-01,466,466,447,451,111800,451
2018-11-02,455,459,450,458,49200,458
2018-11-05,461,464,457,459,38400,459
2018-11-06,461,468,459,459,35900,459
2018-11-07,464,466,459,460,42300,460
2018-11-08,462,468,462,463,32800,463
2018-11-09,463,467,463,464,22500,464
2018-11-12,460,465,459,464,40600,464
2018-11-13,464,464,453,454,45100,454
2018-11-14,456,458,452,452,27500,452
2018-11-15,452,453,448,449,30700,449
2018-11-16,448,450,444,449,33700,449
2018-11-19,449,454,445,447,39300,447
2018-11-20,446,446,433,433,70400,433
2018-11-21,431,436,429,433,46200,433
2018-11-22,436,441,433,441,25200,441
2018-11-26,442,443,439,440,19200,440
2018-11-27,446,446,439,443,34900,443
2018-11-28,447,450,443,448,47600,448
2018-11-29,451,454,448,452,28200,452
2018-11-30,453,454,448,449,29300,449
2018-12-03,449,455,449,454,39300,454
2018-12-04,455,457,440,442,55300,442
2018-12-05,442,446,438,441,41700,441
2018-12-06,441,441,433,436,54800,436
2018-12-07,436,439,432,433,42800,433
2018-12-10,432,432,425,425,56600,425
2018-12-11,426,426,404,411,82200,411
2018-12-12,419,428,415,415,68900,415
2018-12-13,420,421,414,416,49600,416
2018-12-14,416,418,414,414,55900,414
2018-12-17,414,415,409,409,29700,409
2018-12-18,407,408,399,400,73100,400
2018-12-19,400,402,393,399,53600,399
2018-12-20,395,396,387,387,69800,387
2018-12-21,381,381,362,365,79700,365
2018-12-25,352,354,346,347,84800,347
2018-12-26,362,372,358,369,61500,369
2018-12-27,385,394,383,394,56500,394
2018-12-28,395,399,393,395,32800,395
2019-01-04,397,402,391,394,54700,394
2019-01-07,401,408,399,402,67900,402
2019-01-08,403,411,402,406,31900,406
2019-01-09,408,408,402,402,24100,402
2019-01-10,403,404,401,401,33600,401
2019-01-11,405,405,402,403,19500,403
2019-01-15,404,419,402,419,64500,419
2019-01-16,419,420,414,415,34000,415
2019-01-17,416,418,409,411,31500,411
2019-01-18,413,418,411,414,27400,414
2019-01-21,419,428,418,421,42000,421
2019-01-22,425,425,416,419,26300,419
2019-01-23,418,418,413,414,28100,414
2019-01-24,413,418,412,415,29200,415
2019-01-25,420,425,417,419,53000,419
2019-01-28,425,428,417,417,67800,417
2019-01-29,420,420,413,418,27400,418
2019-01-30,423,423,415,415,33600,415
2019-01-31,416,423,415,415,47700,415
2019-02-01,415,416,412,412,34300,412
2019-02-04,418,427,416,427,39100,427
2019-02-05,427,431,426,429,27700,429
2019-02-06,432,434,427,429,15000,429
2019-02-07,429,431,427,430,14300,430
2019-02-08,429,429,421,424,32200,424
2019-02-12,424,434,424,433,23000,433
2019-02-13,435,436,431,435,28200,435
2019-02-14,435,437,431,432,25300,432
2019-02-15,434,441,433,437,45200,437
2019-02-18,446,449,441,446,42600,446
2019-02-19,444,446,444,444,22700,444
2019-02-20,444,448,443,447,39200,447
2019-02-21,447,448,443,446,27000,446
2019-02-22,447,449,444,446,21500,446
2019-02-25,449,450,447,448,20400,448
2019-02-26,450,452,449,452,26700,452
2019-02-27,454,461,452,461,61000,461
2019-02-28,462,462,453,453,36600,453
2019-03-01,454,456,451,454,26400,454
2019-03-04,459,460,457,459,28300,459
2019-03-05,459,463,458,462,55500,462
2019-03-06,465,470,464,468,60400,468
2019-03-07,454,457,450,450,66900,450
2019-03-08,444,444,428,428,75100,428
2019-03-11,433,439,429,434,37200,434
2019-03-12,438,449,438,445,28100,445
2019-03-13,445,450,441,445,31000,445
2019-03-14,442,442,431,431,52600,431
2019-03-15,430,433,429,429,77000,429
2019-03-18,428,429,418,421,112200,421
2019-03-19,423,423,416,416,72000,416
2019-03-20,416,426,416,426,97000,426
2019-03-22,429,437,427,437,99400,437
2019-03-25,432,432,422,424,175200,424
2019-03-26,429,440,428,436,185300,436
2019-03-27,430,430,415,419,169400,419
2019-03-28,416,417,406,411,60800,411
2019-03-29,411,411,406,407,27500,407
2019-04-01,409,418,409,417,39100,417
2019-04-02,417,420,416,419,27300,419
2019-04-03,417,426,417,426,38400,426
2019-04-04,425,432,424,426,47700,426
2019-04-05,429,429,426,428,13900,428
2019-04-08,428,431,422,424,17200,424
2019-04-09,422,425,420,423,10700,423
2019-04-10,420,422,415,419,20400,419
2019-04-11,418,420,416,418,16500,418
2019-04-12,418,419,416,417,14700,417
2019-04-15,421,431,421,430,34700,430
