Date,Open,High,Low,Close,Volume,Adj Close
2018-01-04,265,267,265,266,20200,266
2018-01-05,266,267,263,265,37900,265
2018-01-09,265,266,264,265,18000,265
2018-01-10,266,272,265,267,93900,267
2018-01-11,266,270,266,269,37200,269
2018-01-12,269,269,267,268,19800,268
2018-01-15,268,270,268,268,8700,268
2018-01-16,270,271,267,269,15700,269
2018-01-17,270,273,270,273,31600,273
2018-01-18,273,273,270,270,30500,270
2018-01-19,268,271,267,270,25900,270
2018-01-22,270,272,269,271,16200,271
2018-01-23,273,275,271,273,31800,273
2018-01-24,275,275,273,273,10100,273
2018-01-25,276,277,274,276,83000,276
2018-01-26,276,280,276,280,48900,280
2018-01-29,280,280,277,278,30200,278
2018-01-30,280,280,276,277,39800,277
2018-01-31,275,277,275,276,21900,276
2018-02-01,277,280,277,278,18300,278
2018-02-02,279,279,277,278,3600,278
2018-02-05,276,277,276,277,37200,277
2018-02-06,275,275,250,255,87500,255
2018-02-07,266,266,256,261,40200,261
2018-02-08,261,261,258,261,28000,261
2018-02-09,250,256,250,253,26900,253
2018-02-13,256,256,253,253,52900,253
2018-02-14,254,255,251,253,39900,253
2018-02-15,254,255,252,253,75600,253
2018-02-16,256,256,254,256,28000,256
2018-02-19,258,259,257,258,20200,258
2018-02-20,259,259,254,254,34100,254
2018-02-21,256,257,255,257,24300,257
2018-02-22,259,259,255,258,14300,258
2018-02-23,258,260,257,260,56700,260
2018-02-26,263,264,259,260,39200,260
2018-02-27,262,262,257,258,38800,258
2018-02-28,258,259,254,256,35900,256
2018-03-01,255,257,254,257,18100,257
2018-03-02,254,255,253,253,17500,253
2018-03-05,253,253,249,250,69000,250
2018-03-06,253,253,250,253,8500,253
2018-03-07,252,253,250,252,8900,252
2018-03-08,252,253,251,253,15800,253
2018-03-09,253,254,251,252,32200,252
2018-03-12,253,254,252,253,28700,253
2018-03-13,253,258,253,258,26300,258
2018-03-14,257,259,256,258,3500,258
2018-03-15,256,257,255,256,13600,256
2018-03-16,255,257,253,253,38200,253
2018-03-19,252,255,252,252,18500,252
2018-03-20,251,258,250,258,60600,258
2018-03-22,256,259,255,257,9600,257
2018-03-23,254,258,252,253,31700,253
2018-03-26,251,258,251,258,72500,258
2018-03-27,255,259,255,257,86200,257
2018-03-28,245,248,241,246,55000,246
2018-03-29,246,250,245,249,13600,249
2018-03-30,249,250,247,250,10300,250
2018-04-02,250,250,245,248,23400,248
2018-04-03,245,245,241,245,12400,245
2018-04-04,244,245,243,243,5500,243
2018-04-05,243,245,243,244,1900,244
2018-04-06,244,245,243,243,3800,243
2018-04-09,243,245,242,242,6900,242
2018-04-10,244,246,243,244,7000,244
2018-04-11,244,245,244,244,1300,244
2018-04-12,243,243,242,243,3100,243
2018-04-13,244,244,242,244,3600,244
2018-04-16,243,244,241,243,22000,243
2018-04-17,243,244,242,242,4600,242
2018-04-18,243,244,243,244,2600,244
2018-04-19,243,245,242,244,5000,244
2018-04-20,244,245,243,244,27800,244
2018-04-23,243,244,243,244,57400,244
2018-04-24,244,245,242,242,25400,242
2018-04-25,243,244,242,243,10600,243
2018-04-26,244,244,242,242,13200,242
2018-04-27,243,243,242,242,37800,242
2018-05-01,243,243,242,242,35700,242
2018-05-02,244,244,242,243,6600,243
2018-05-07,243,245,243,244,57100,244
2018-05-08,244,245,243,245,69300,245
2018-05-09,243,244,243,243,7700,243
2018-05-10,244,244,243,243,54700,243
2018-05-11,243,243,242,242,44400,242
2018-05-14,255,270,245,247,155600,247
2018-05-15,249,249,246,246,47200,246
2018-05-16,247,250,247,249,79100,249
2018-05-17,250,254,250,253,61800,253
2018-05-18,252,253,251,253,12200,253
2018-05-21,254,254,249,250,91100,250
2018-05-22,251,252,250,252,41300,252
2018-05-23,253,253,251,252,42300,252
2018-05-24,252,253,250,250,51500,250
2018-05-25,250,250,248,250,47900,250
2018-05-28,248,249,248,248,49600,248
2018-05-29,248,255,246,255,54100,255
2018-05-30,252,253,246,247,52000,247
2018-05-31,248,248,247,247,9400,247
2018-06-01,247,248,246,246,10700,246
2018-06-04,247,249,247,248,10900,248
2018-06-05,248,250,247,248,20600,248
2018-06-06,248,248,244,244,52800,244
2018-06-07,247,248,245,247,30800,247
2018-06-08,247,247,246,246,29600,246
2018-06-11,245,248,245,247,24100,247
2018-06-12,246,248,245,247,11700,247
2018-06-13,247,247,246,246,4200,246
2018-06-14,245,245,242,244,63200,244
2018-06-15,245,247,244,247,12500,247
2018-06-18,247,247,244,244,8800,244
2018-06-19,242,244,242,242,10400,242
2018-06-20,242,247,240,247,30800,247
2018-06-21,255,256,244,246,157900,246
2018-06-22,242,244,241,242,17200,242
2018-06-25,243,244,241,241,8500,241
2018-06-26,240,242,240,242,10800,242
2018-06-27,242,243,241,241,5600,241
2018-06-28,242,244,242,242,5700,242
2018-06-29,244,252,243,247,21700,247
2018-07-02,247,247,243,244,17400,244
2018-07-03,245,245,243,243,26300,243
2018-07-04,243,247,243,246,10700,246
2018-07-05,246,247,243,244,21900,244
2018-07-06,244,246,243,246,9100,246
2018-07-09,245,246,245,246,19300,246
2018-07-10,246,249,245,246,23300,246
2018-07-11,247,248,244,247,13400,247
2018-07-12,246,248,246,246,8100,246
2018-07-13,246,249,246,248,13900,248
2018-07-17,248,248,243,244,16500,244
2018-07-18,245,246,241,242,15200,242
2018-07-19,244,247,244,244,9300,244
2018-07-20,245,249,242,249,24000,249
2018-07-23,247,248,245,248,8800,248
2018-07-24,248,248,246,248,18600,248
2018-07-25,248,252,248,250,16000,250
2018-07-26,250,251,249,251,3100,251
2018-07-27,252,252,249,249,16900,249
2018-07-30,250,251,248,251,10100,251
2018-07-31,250,250,247,249,8100,249
2018-08-01,248,248,246,248,4600,248
2018-08-02,246,247,244,245,18100,245
2018-08-03,243,245,240,240,54300,240
2018-08-06,241,241,238,238,56800,238
2018-08-07,238,242,238,242,22300,242
2018-08-08,241,244,239,240,35100,240
2018-08-09,239,242,239,242,30800,242
2018-08-10,240,245,240,242,13900,242
2018-08-13,239,242,239,240,9600,240
2018-08-14,240,242,240,242,10700,242
2018-08-15,242,243,241,243,7900,243
2018-08-16,241,243,241,241,7800,241
2018-08-17,242,243,239,241,16300,241
2018-08-20,242,243,241,241,3000,241
2018-08-21,241,242,240,240,15000,240
2018-08-22,240,244,240,241,10400,241
2018-08-23,241,244,241,244,5800,244
2018-08-24,242,245,242,245,7500,245
2018-08-27,245,245,241,241,15400,241
2018-08-28,243,244,243,243,3700,243
2018-08-29,243,245,243,244,8600,244
2018-08-30,246,246,241,241,23800,241
2018-08-31,241,243,241,242,4500,242
2018-09-03,243,244,242,244,1800,244
2018-09-04,244,244,243,243,7100,243
2018-09-05,243,244,243,243,2000,243
2018-09-06,244,244,242,243,5600,243
2018-09-07,242,242,241,242,2900,242
2018-09-10,242,243,241,242,1900,242
2018-09-11,242,243,241,241,4100,241
2018-09-12,243,243,241,241,4300,241
2018-09-13,241,242,241,242,300,242
2018-09-14,241,243,241,243,1600,243
2018-09-18,243,245,243,245,20300,245
2018-09-19,245,246,244,244,10700,244
2018-09-20,245,245,243,243,19400,243
2018-09-21,245,246,244,246,10200,246
2018-09-25,247,248,246,247,6400,247
2018-09-26,246,248,244,247,12600,247
2018-09-27,248,248,243,243,16900,243
2018-09-28,244,245,243,243,7800,243
2018-10-01,243,244,241,242,28500,242
2018-10-02,244,244,241,242,18000,242
2018-10-03,242,243,242,242,4300,242
2018-10-04,242,247,242,247,10400,247
2018-10-05,244,245,243,243,2000,243
2018-10-09,242,243,242,242,2100,242
2018-10-10,243,250,241,244,31200,244
2018-10-11,241,250,240,247,43600,247
2018-10-12,245,245,233,240,113400,240
2018-10-15,240,240,237,237,9100,237
2018-10-16,237,238,236,238,4900,238
2018-10-17,238,240,238,239,3100,239
2018-10-18,239,239,238,239,4900,239
2018-10-19,238,239,237,239,14100,239
2018-10-22,238,238,225,227,118900,227
2018-10-23,228,229,225,225,69000,225
2018-10-24,225,228,225,228,54300,228
2018-10-25,225,229,225,227,28200,227
2018-10-26,228,229,225,226,9700,226
2018-10-29,226,230,225,225,32600,225
2018-10-30,225,227,224,225,18300,225
2018-10-31,227,228,226,226,23100,226
2018-11-01,227,229,226,229,19800,229
2018-11-02,228,228,226,227,21600,227
2018-11-05,225,227,224,225,11300,225
2018-11-06,226,227,225,227,9000,227
2018-11-07,227,228,225,228,61800,228
2018-11-08,228,229,226,227,21300,227
2018-11-09,227,229,226,228,14600,228
2018-11-12,228,228,226,226,4900,226
2018-11-13,225,226,224,225,10000,225
2018-11-14,226,227,224,226,65400,226
2018-11-15,225,226,224,226,26900,226
2018-11-16,225,226,224,224,8900,224
2018-11-19,224,226,224,225,1900,225
2018-11-20,225,226,223,225,75500,225
2018-11-21,223,226,223,225,5400,225
2018-11-22,225,226,224,226,3400,226
2018-11-26,224,227,224,226,6600,226
2018-11-27,227,227,226,227,3600,227
2018-11-28,227,228,226,227,13100,227
2018-11-29,227,228,224,226,19500,226
2018-11-30,226,226,225,226,7200,226
2018-12-03,226,227,226,227,58500,227
2018-12-04,227,227,225,225,17200,225
2018-12-05,225,227,225,227,7800,227
2018-12-06,225,227,225,226,9400,226
2018-12-07,226,227,222,225,14700,225
2018-12-10,225,225,223,223,15600,223
2018-12-11,223,223,221,222,19700,222
2018-12-12,222,224,221,223,9200,223
2018-12-13,223,224,223,224,2600,224
2018-12-14,223,223,220,221,62300,221
2018-12-17,220,223,220,223,23000,223
2018-12-18,221,223,221,221,32400,221
2018-12-19,221,222,221,221,31500,221
2018-12-20,221,221,219,219,85900,219
2018-12-21,217,218,209,213,95600,213
2018-12-25,208,211,205,205,37000,205
2018-12-26,204,215,204,212,10700,212
2018-12-27,217,218,215,217,18900,217
2018-12-28,217,217,213,214,3700,214
2019-01-04,211,218,211,215,3200,215
2019-01-07,218,219,217,218,2800,218
2019-01-08,218,222,218,220,5100,220
2019-01-09,220,222,219,222,7000,222
2019-01-10,221,222,220,220,7100,220
2019-01-11,221,224,221,223,4000,223
2019-01-15,223,224,223,224,1400,224
2019-01-16,224,225,223,224,1200,224
2019-01-17,225,227,225,225,2100,225
2019-01-18,225,229,225,226,4800,226
2019-01-21,228,228,225,227,3600,227
2019-01-22,227,228,227,227,2100,227
2019-01-23,227,228,225,228,12300,228
2019-01-24,228,228,224,227,4400,227
2019-01-25,227,228,226,228,1200,228
2019-01-28,227,228,227,228,2700,228
2019-01-29,227,228,226,227,3800,227
2019-01-30,228,228,227,228,800,228
2019-01-31,228,228,226,227,1900,227
2019-02-01,227,229,226,228,5500,228
2019-02-04,227,229,226,228,10000,228
2019-02-05,226,227,226,227,3500,227
2019-02-06,227,228,226,226,10200,226
2019-02-07,226,227,225,226,5000,226
2019-02-08,226,226,223,225,14900,225
2019-02-12,225,226,222,224,6700,224
2019-02-13,223,226,223,224,3700,224
2019-02-14,224,226,224,226,900,226
2019-02-15,226,226,223,224,1900,224
2019-02-18,224,234,224,229,7200,229
2019-02-19,226,227,223,225,21500,225
2019-02-20,225,226,218,218,81900,218
2019-02-21,220,222,218,221,14800,221
2019-02-22,221,222,219,220,9300,220
2019-02-25,220,220,219,219,17000,219
2019-02-26,221,224,220,221,15500,221
2019-02-27,221,222,220,221,14100,221
2019-02-28,225,225,220,223,50100,223
2019-03-01,222,223,221,223,20600,223
2019-03-04,223,226,223,225,11600,225
2019-03-05,225,225,224,225,6900,225
2019-03-06,225,227,224,227,5300,227
2019-03-07,227,227,224,224,8500,224
