Date,Open,High,Low,Close,Volume,Adj Close
2018-01-04,697,708,697,703,24000,703
2018-01-05,706,711,705,711,19300,711
2018-01-09,726,727,719,724,21400,724
2018-01-10,722,725,718,724,16800,724
2018-01-11,720,727,720,725,12800,725
2018-01-12,726,730,721,728,16300,728
2018-01-15,732,752,732,748,26800,748
2018-01-16,757,796,757,796,40300,796
2018-01-17,796,796,771,772,31900,772
2018-01-18,770,771,759,759,17400,759
2018-01-19,759,768,758,768,17400,768
2018-01-22,773,792,773,791,28600,791
2018-01-23,796,818,793,810,44800,810
2018-01-24,809,809,787,797,26800,797
2018-01-25,792,799,789,790,7800,790
2018-01-26,792,795,792,795,2600,795
2018-01-29,806,806,792,798,33400,798
2018-01-30,800,800,771,779,29900,779
2018-01-31,780,786,775,779,8400,779
2018-02-01,798,806,789,801,33600,801
2018-02-02,797,805,784,805,15200,805
2018-02-05,785,800,785,797,24200,797
2018-02-06,759,772,728,740,50900,740
2018-02-07,766,781,762,762,22900,762
2018-02-08,755,774,755,773,13200,773
2018-02-09,763,806,754,802,78000,802
2018-02-13,817,942,817,926,264600,926
2018-02-14,925,946,871,890,96900,890
2018-02-15,885,902,882,891,23500,891
2018-02-16,897,913,895,911,23300,911
2018-02-19,918,972,918,964,81100,964
2018-02-20,968,968,930,951,29000,951
2018-02-21,936,988,936,967,62800,967
2018-02-22,961,1035,961,1034,99700,1034
2018-02-23,1023,1047,985,994,69600,994
2018-02-26,1009,1057,995,1050,71600,1050
2018-02-27,1050,1074,1038,1042,68200,1042
2018-02-28,1027,1050,1014,1014,34800,1014
2018-03-01,1022,1024,1010,1015,13400,1015
2018-03-02,990,996,959,983,46100,983
2018-03-05,968,977,937,950,23400,950
2018-03-06,963,985,963,976,12900,976
2018-03-07,995,1030,976,988,50300,988
2018-03-08,1001,1005,966,975,54500,975
2018-03-09,985,1008,978,987,35000,987
2018-03-12,990,1007,988,999,23600,999
2018-03-13,1005,1041,1003,1041,37400,1041
2018-03-14,1028,1039,1015,1015,12400,1015
2018-03-15,1016,1038,995,1032,22200,1032
2018-03-16,1023,1027,1007,1009,17200,1009
2018-03-19,1005,1020,981,981,32900,981
2018-03-20,966,985,954,967,29600,967
2018-03-22,971,989,967,987,14800,987
2018-03-23,951,989,951,978,28500,978
2018-03-26,961,969,952,966,15000,966
2018-03-27,975,990,967,968,24800,968
2018-03-28,961,968,953,960,9600,960
2018-03-29,969,969,952,953,7300,953
2018-03-30,954,959,929,954,14900,954
2018-04-02,969,972,962,965,5900,965
2018-04-03,959,979,959,970,2400,970
2018-04-04,967,987,967,982,6400,982
2018-04-05,980,995,977,991,4800,991
2018-04-06,990,1016,990,1002,15300,1002
2018-04-09,996,997,965,969,14700,969
2018-04-10,970,970,956,962,9100,962
2018-04-11,966,970,951,961,19800,961
2018-04-12,960,966,953,960,10500,960
2018-04-13,959,963,951,954,13900,954
2018-04-16,952,959,947,947,7600,947
2018-04-17,947,951,908,915,22300,915
2018-04-18,924,935,915,919,17200,919
2018-04-19,929,929,908,914,20200,914
2018-04-20,910,915,901,914,8100,914
2018-04-23,914,932,914,927,25000,927
2018-04-24,930,931,920,927,4100,927
2018-04-25,928,956,924,954,17200,954
2018-04-26,967,986,965,971,26200,971
2018-04-27,971,978,947,957,14400,957
2018-05-01,953,969,952,957,11100,957
2018-05-02,960,983,955,983,7600,983
2018-05-07,983,1014,983,1004,37400,1004
2018-05-08,1008,1015,1002,1005,14300,1005
2018-05-09,998,1003,993,997,10800,997
2018-05-10,995,1000,988,997,9800,997
2018-05-11,997,1025,994,1019,43700,1019
2018-05-14,919,929,905,913,101100,913
2018-05-15,910,922,909,917,39700,917
2018-05-16,915,920,912,913,30200,913
2018-05-17,915,918,902,905,70500,905
2018-05-18,910,915,906,907,11700,907
2018-05-21,914,926,914,917,30300,917
2018-05-22,922,922,918,920,7000,920
2018-05-23,920,922,910,910,16600,910
2018-05-24,916,916,901,901,19700,901
2018-05-25,900,901,882,887,18000,887
2018-05-28,882,894,880,884,22100,884
2018-05-29,881,887,880,882,4300,882
2018-05-30,872,875,865,875,17600,875
2018-05-31,876,876,870,871,4700,871
2018-06-01,871,871,833,854,27900,854
2018-06-04,865,869,860,868,5600,868
2018-06-05,872,872,863,863,3500,863
2018-06-06,853,870,851,866,6500,866
2018-06-07,866,891,863,890,12500,890
2018-06-08,890,895,889,890,13000,890
2018-06-11,891,895,888,890,13800,890
2018-06-12,894,902,894,902,3100,902
2018-06-13,900,912,900,909,8600,909
2018-06-14,903,917,902,913,15700,913
2018-06-15,912,913,905,908,14300,908
2018-06-18,906,907,894,905,14800,905
2018-06-19,910,915,890,890,17900,890
2018-06-20,890,900,887,896,16700,896
2018-06-21,892,897,882,893,15400,893
2018-06-22,889,895,888,890,6900,890
2018-06-25,897,899,888,893,13500,893
2018-06-26,890,898,881,892,22600,892
2018-06-27,890,893,888,890,8100,890
2018-06-28,890,894,889,892,5400,892
2018-07-02,890,892,884,885,13100,885
2018-07-03,879,879,851,856,14700,856
2018-07-04,854,854,843,849,4700,849
2018-07-05,836,846,836,840,6800,840
2018-07-06,839,847,839,843,2700,843
2018-07-09,842,865,842,862,3600,862
2018-07-10,866,866,861,862,2400,862
2018-07-11,850,852,843,852,16100,852
2018-07-12,844,856,844,856,5000,856
