,Open,High,Low,Close,Volume
2018-01-04,3275.0,3310.0,3260.0,3300.0,65900.0
2018-01-05,3305.0,3345.0,3290.0,3345.0,73300.0
2018-01-09,3360.0,3385.0,3345.0,3370.0,76900.0
2018-01-10,3360.0,3370.0,3345.0,3355.0,53200.0
2018-01-11,3355.0,3390.0,3340.0,3390.0,54100.0
2018-01-12,3380.0,3390.0,3365.0,3370.0,68900.0
2018-01-15,3395.0,3405.0,3365.0,3390.0,75600.0
2018-01-16,3395.0,3405.0,3380.0,3385.0,47500.0
2018-01-17,3380.0,3395.0,3370.0,3380.0,70800.0
2018-01-18,3405.0,3405.0,3345.0,3360.0,71600.0
2018-01-19,3350.0,3375.0,3350.0,3370.0,51900.0
2018-01-22,3370.0,3395.0,3350.0,3395.0,74100.0
2018-01-23,3400.0,3410.0,3370.0,3385.0,69600.0
2018-01-24,3355.0,3390.0,3350.0,3380.0,84700.0
2018-01-25,3395.0,3395.0,3365.0,3380.0,98400.0
2018-01-26,3400.0,3400.0,3300.0,3315.0,128300.0
2018-01-29,3315.0,3395.0,3300.0,3365.0,110400.0
2018-01-30,3400.0,3410.0,3315.0,3345.0,156100.0
2018-01-31,3135.0,3175.0,3085.0,3145.0,430400.0
2018-02-01,3130.0,3140.0,3100.0,3140.0,191000.0
2018-02-02,3090.0,3170.0,3090.0,3170.0,132600.0
2018-02-05,3145.0,3190.0,3135.0,3180.0,147700.0
2018-02-06,3090.0,3110.0,2981.0,3025.0,215000.0
2018-02-07,3120.0,3160.0,3025.0,3030.0,183200.0
2018-02-08,3045.0,3080.0,3030.0,3055.0,104700.0
2018-02-09,2995.0,3085.0,2975.0,3075.0,182600.0
2018-02-13,3105.0,3120.0,3050.0,3065.0,106000.0
2018-02-14,3040.0,3065.0,2970.0,2992.0,247000.0
2018-02-15,2980.0,3010.0,2949.0,2962.0,174100.0
2018-02-16,2974.0,2974.0,2949.0,2968.0,153600.0
2018-02-19,3015.0,3040.0,3000.0,3015.0,102000.0
2018-02-20,3030.0,3030.0,2996.0,3020.0,80700.0
2018-02-21,3045.0,3080.0,3030.0,3070.0,183400.0
2018-02-22,3080.0,3100.0,3065.0,3075.0,181900.0
2018-02-23,3080.0,3135.0,3060.0,3125.0,146000.0
2018-02-26,3160.0,3190.0,3120.0,3130.0,114900.0
2018-02-27,3160.0,3170.0,3110.0,3125.0,161700.0
2018-02-28,3105.0,3145.0,3090.0,3090.0,152600.0
2018-03-01,3075.0,3090.0,3040.0,3045.0,136900.0
2018-03-02,3010.0,3025.0,2999.0,3005.0,126000.0
2018-03-05,3000.0,3030.0,2991.0,3020.0,81700.0
2018-03-06,3020.0,3045.0,3000.0,3010.0,79900.0
2018-03-07,2991.0,3020.0,2970.0,2992.0,135900.0
2018-03-08,3010.0,3010.0,2953.0,2962.0,82000.0
2018-03-09,2997.0,3010.0,2941.0,2949.0,143400.0
2018-03-12,2970.0,2971.0,2938.0,2954.0,111600.0
2018-03-13,2950.0,2965.0,2940.0,2964.0,175300.0
2018-03-14,2968.0,2973.0,2940.0,2949.0,139600.0
2018-03-15,2959.0,2959.0,2929.0,2954.0,108700.0
